crop_type,location_zone,soil_moisture,precipitation,avg_temperature,Image Path,credit_score,index_of_image,Yield_1,Yield_2,Yield_3,Loan_ID,Cultivation_2022,Production_2022,Cultivation_2023,Cultivation_2024,Production_2024,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Wheat,South,46.67,309.06,33.8,permanent_crop/PermanentCrop_658.jpg,815,622,3.854268578,4.262755908,2.365754238,Loan_623,236,912.6732459,102,385,890.8425188,Female,Yes,3+,Not Graduate,Yes,9483,2803,184,12,0,Urban,Rejected
Barley,East,73.89,245.59,17.48,permanent_crop/PermanentCrop_659.jpg,733,623,4.480647509,4.549246329,4.933763765,Loan_624,202,924.8847391,318,315,624.3008822,Female,No,1,Graduate,Yes,10612,4735,428,60,1,Urban,Rejected
Rice,South,75.3,495.05,18.39,permanent_crop/PermanentCrop_66.jpg,731,624,3.824820199,2.891529942,4.026213762,Loan_625,476,590.7548055,374,252,904.5452273,Female,No,2,Not Graduate,No,14803,6479,104,60,0,Rural,Rejected
Rice,West,54.62,294.5,25.01,permanent_crop/PermanentCrop_660.jpg,825,625,3.041446862,3.255675712,2.65120359,Loan_626,173,848.1490873,160,366,546.6595574,Male,Yes,3+,Graduate,Yes,9989,1156,402,240,0,Semiurban,Rejected
Wheat,North,28.1,106.2,26.62,permanent_crop/PermanentCrop_661.jpg,772,626,2.585594655,1.701683528,1.130720292,Loan_627,263,928.4169245,100,317,830.3663455,Female,Yes,1,Not Graduate,Yes,2626,4102,415,12,0,Rural,Approved
Wheat,North,36.76,376.1,22,permanent_crop/PermanentCrop_662.jpg,662,627,3.004467536,4.928649721,4.619644149,Loan_628,286,661.2865281,141,344,946.7628307,Male,No,2,Not Graduate,Yes,4092,7679,152,240,0,Rural,Approved
Wheat,South,35.02,139.25,22.36,permanent_crop/PermanentCrop_663.jpg,723,628,4.776030458,2.458608598,4.805726428,Loan_629,130,555.5394135,456,249,747.7487692,Male,No,0,Graduate,Yes,9515,287,291,12,1,Semiurban,Rejected
Wheat,West,72.42,289.54,32.82,permanent_crop/PermanentCrop_664.jpg,753,629,2.133172358,1.3096793,2.129098268,Loan_630,365,646.4643408,255,483,514.0482517,Female,No,0,Graduate,Yes,9291,1299,269,240,1,Urban,Approved
Barley,West,52.07,316.51,29.57,permanent_crop/PermanentCrop_665.jpg,716,630,2.640562545,2.32164411,4.156265214,Loan_631,134,642.800682,223,500,590.4087148,Female,No,1,Graduate,No,6965,3049,198,60,0,Rural,Approved
Maize,East,51.67,319.57,24.99,permanent_crop/PermanentCrop_666.jpg,713,631,4.554069582,1.399091405,2.584223754,Loan_632,203,533.7136823,463,452,957.2358437,Male,Yes,1,Graduate,No,3355,5311,408,36,0,Semiurban,Approved
Barley,South,61.84,142.01,33.2,permanent_crop/PermanentCrop_667.jpg,697,632,2.364454682,4.022133627,1.824108885,Loan_633,388,926.3447313,141,373,902.416684,Female,No,0,Graduate,Yes,2603,3174,63,240,1,Urban,Approved
Rice,East,51.56,152.19,20.14,permanent_crop/PermanentCrop_668.jpg,805,633,1.325008802,1.635412914,4.706211957,Loan_634,467,773.3271878,186,289,545.0227105,Male,No,3+,Not Graduate,No,13297,7208,391,12,1,Semiurban,Approved
Rice,West,42.26,357.11,29.31,permanent_crop/PermanentCrop_669.jpg,760,634,3.764406934,1.631899571,3.808147,Loan_635,498,643.0550851,138,155,935.1820581,Female,Yes,0,Graduate,No,5821,4261,114,12,1,Rural,Rejected
Cotton,West,57.74,466.81,22.06,permanent_crop/PermanentCrop_67.jpg,791,635,2.5459893,1.514961267,1.796905406,Loan_636,202,845.2847988,313,471,789.9915323,Male,Yes,3+,Not Graduate,No,11976,767,330,36,1,Semiurban,Approved
Rice,North,69.22,404.38,32.26,permanent_crop/PermanentCrop_670.jpg,760,636,1.005815028,3.238490176,4.023405764,Loan_637,464,908.1054781,399,256,988.2295812,Female,No,2,Not Graduate,No,5218,6820,228,240,0,Urban,Rejected
Maize,West,22.19,459.08,32.5,permanent_crop/PermanentCrop_671.jpg,694,637,3.66545823,4.216893181,1.341272345,Loan_638,127,824.8073701,209,433,696.6757772,Female,No,0,Graduate,No,13350,1524,442,12,0,Semiurban,Approved
Rice,East,32.63,216.44,16.27,permanent_crop/PermanentCrop_672.jpg,848,638,4.644643737,4.609122907,1.772216065,Loan_639,332,662.0272481,319,105,993.2168899,Female,Yes,3+,Graduate,Yes,6604,7848,83,36,1,Semiurban,Rejected
Maize,West,58.04,444.27,33.79,permanent_crop/PermanentCrop_673.jpg,655,639,1.688011324,2.616367905,2.907943908,Loan_640,140,704.8501984,389,389,555.7743127,Male,Yes,3+,Not Graduate,Yes,3840,8707,340,60,1,Semiurban,Approved
Rice,South,68.62,484.96,32.43,permanent_crop/PermanentCrop_674.jpg,697,640,4.485435366,4.022537032,4.8344048,Loan_641,467,684.7296697,369,214,903.0749416,Female,Yes,3+,Graduate,No,12987,1888,302,60,1,Urban,Approved
Wheat,West,34.04,482.01,29.39,permanent_crop/PermanentCrop_675.jpg,800,641,4.694225984,1.97169909,4.704437834,Loan_642,455,898.7202303,209,262,923.2262816,Female,No,1,Not Graduate,No,11585,7532,127,240,1,Semiurban,Rejected
Barley,West,35,318.86,19.09,permanent_crop/PermanentCrop_676.jpg,823,642,2.327661645,3.78194518,3.500404136,Loan_643,236,812.5896901,286,392,545.0757209,Female,No,1,Graduate,Yes,3432,2505,479,60,0,Semiurban,Approved
Wheat,North,26.55,139.51,33.99,permanent_crop/PermanentCrop_677.jpg,797,643,2.126866142,1.66632852,3.24167923,Loan_644,251,931.7560391,347,189,740.0771069,Male,No,3+,Not Graduate,No,14025,6690,409,36,0,Urban,Rejected
Maize,East,70.16,370.48,30.13,permanent_crop/PermanentCrop_678.jpg,749,644,2.977940909,2.605097686,1.667077805,Loan_645,271,623.5025507,325,427,627.5646161,Female,No,0,Graduate,No,13416,8672,259,120,0,Rural,Rejected
Rice,North,70.1,473.32,21.02,permanent_crop/PermanentCrop_679.jpg,818,645,3.997474616,3.246665441,4.753744978,Loan_646,138,755.1336497,209,335,631.5170537,Female,No,1,Graduate,Yes,13460,8698,321,12,0,Rural,Rejected
Maize,North,71.36,196.3,31.49,permanent_crop/PermanentCrop_68.jpg,803,646,1.077459211,1.390226145,1.67794785,Loan_647,324,785.867442,341,169,854.2529221,Female,Yes,3+,Graduate,Yes,10762,1556,125,36,0,Semiurban,Rejected
Rice,West,40.47,285.86,21.9,permanent_crop/PermanentCrop_680.jpg,788,647,2.265446482,3.77353846,1.723348765,Loan_648,221,617.2020459,252,484,848.5953388,Male,No,2,Not Graduate,No,5698,4786,374,12,1,Urban,Approved
Maize,West,63.09,266.84,29.55,permanent_crop/PermanentCrop_681.jpg,690,648,1.03869126,1.610644192,1.308940047,Loan_649,403,501.2076613,135,472,877.1427481,Male,No,1,Not Graduate,Yes,4851,6799,125,240,1,Urban,Rejected
Wheat,North,79.82,266.99,30.89,permanent_crop/PermanentCrop_682.jpg,682,649,4.481355945,4.410425696,3.121534164,Loan_650,263,762.70284,330,369,505.6558189,Female,No,2,Not Graduate,No,5468,3388,406,120,1,Urban,Approved
Cotton,East,71.47,126.18,16.2,permanent_crop/PermanentCrop_683.jpg,650,650,3.283083394,3.136812477,3.472335852,Loan_651,168,767.0165584,422,175,558.0544174,Female,No,1,Not Graduate,Yes,4822,1250,441,240,0,Urban,Rejected
Rice,South,40.61,266.92,16.53,permanent_crop/PermanentCrop_684.jpg,751,651,3.060725264,4.053111798,4.056260825,Loan_652,300,654.2103849,399,370,578.3543577,Male,Yes,2,Not Graduate,Yes,4966,1238,354,120,1,Semiurban,Rejected
Cotton,West,49.71,154.84,34.07,permanent_crop/PermanentCrop_685.jpg,777,652,1.09696199,2.250868849,1.225922914,Loan_653,154,505.6998915,304,224,920.0040971,Male,No,2,Not Graduate,No,7177,6811,496,240,0,Rural,Rejected
Wheat,South,55.64,372.35,29.73,permanent_crop/PermanentCrop_686.jpg,836,653,3.288699461,4.439215551,1.289209749,Loan_654,183,854.6278928,447,290,529.2007342,Male,Yes,2,Graduate,Yes,5438,811,70,12,1,Rural,Approved
Wheat,East,20.53,100.83,21.89,permanent_crop/PermanentCrop_687.jpg,786,654,2.857142924,2.692242062,1.851928352,Loan_655,257,727.5274712,491,143,763.0420069,Female,Yes,3+,Graduate,No,13071,6685,270,12,0,Rural,Approved
Wheat,East,45.8,484.67,18.18,permanent_crop/PermanentCrop_688.jpg,777,655,1.301830418,3.050013014,3.707035987,Loan_656,384,856.0671955,350,153,986.3615424,Female,Yes,1,Not Graduate,No,2705,3118,251,60,1,Semiurban,Rejected
Barley,West,73.49,385.54,23.49,permanent_crop/PermanentCrop_689.jpg,832,656,4.14564984,3.241237116,1.620915375,Loan_657,451,632.616287,239,445,968.813495,Female,No,0,Not Graduate,Yes,2425,9449,265,60,1,Rural,Rejected
Cotton,West,44.9,219.85,21.54,permanent_crop/PermanentCrop_69.jpg,657,657,4.848498571,4.144132724,2.515405325,Loan_658,435,968.4603635,275,462,678.049604,Female,Yes,2,Not Graduate,No,8074,3249,137,60,0,Urban,Approved
Barley,North,78.96,422.76,25.75,permanent_crop/PermanentCrop_690.jpg,771,658,2.321228913,1.920062319,4.391069841,Loan_659,459,796.2861353,427,370,987.835401,Female,Yes,0,Not Graduate,No,11946,7672,395,120,0,Urban,Rejected
Cotton,South,37.4,108.02,26.16,permanent_crop/PermanentCrop_691.jpg,696,659,2.963007796,1.569865635,2.355058709,Loan_660,420,853.2660242,273,500,562.0494236,Female,Yes,1,Not Graduate,No,9502,521,298,120,1,Semiurban,Rejected
Rice,East,53.89,310,18.99,permanent_crop/PermanentCrop_692.jpg,757,660,1.807403337,2.33564885,4.39029513,Loan_661,217,958.7567535,432,242,550.6838167,Male,No,0,Not Graduate,Yes,14670,2813,461,12,1,Urban,Rejected
Wheat,West,22.46,226.65,15.39,permanent_crop/PermanentCrop_693.jpg,765,661,3.164407615,1.815696629,3.390883756,Loan_662,432,891.5326208,406,309,624.370763,Male,Yes,3+,Graduate,Yes,3682,2723,312,240,1,Urban,Rejected
Maize,North,57.26,284.45,17.33,permanent_crop/PermanentCrop_694.jpg,669,662,3.102680542,2.906850845,2.054701742,Loan_663,116,757.4005727,426,112,627.2145668,Female,Yes,0,Graduate,No,2031,7819,413,240,1,Semiurban,Approved
Barley,West,55.99,269.07,23.29,permanent_crop/PermanentCrop_695.jpg,814,663,3.289014094,2.789699929,3.208840864,Loan_664,114,813.6880926,192,275,715.3831439,Male,Yes,1,Graduate,Yes,7374,2096,323,12,0,Urban,Approved
Maize,West,47.22,304.82,18.65,permanent_crop/PermanentCrop_696.jpg,801,664,1.245805084,3.437512656,1.782600085,Loan_665,499,781.0369694,408,476,968.744983,Female,Yes,0,Graduate,No,2424,1531,112,12,0,Urban,Rejected
Rice,North,60.81,350.28,28.09,permanent_crop/PermanentCrop_697.jpg,819,665,2.018434003,1.788290122,2.871912633,Loan_666,394,948.9600002,397,234,948.949657,Male,Yes,3+,Graduate,No,3052,995,123,60,1,Urban,Rejected
Cotton,East,50.82,122.25,20.24,permanent_crop/PermanentCrop_698.jpg,779,666,3.408124035,1.936359316,1.833778318,Loan_667,188,601.3543575,152,377,524.8662575,Male,Yes,3+,Graduate,No,6916,7952,212,12,1,Semiurban,Approved
Rice,East,64.69,369.57,15.38,permanent_crop/PermanentCrop_699.jpg,725,667,2.828097573,3.100207106,4.136312779,Loan_668,123,711.5596782,402,147,502.8107827,Male,No,0,Not Graduate,No,11573,834,184,60,0,Urban,Approved
Cotton,South,23.76,167.48,18.58,permanent_crop/PermanentCrop_7.jpg,821,668,2.907182333,3.356694842,1.099973938,Loan_669,412,668.5615266,386,285,608.2671424,Male,No,1,Graduate,No,6876,2233,55,240,0,Urban,Approved
Cotton,West,64.18,153.3,15.46,permanent_crop/PermanentCrop_70.jpg,702,669,4.636873281,3.393193335,3.787760616,Loan_670,243,639.3283491,175,493,871.6452365,Female,No,3+,Not Graduate,Yes,8800,8488,258,120,0,Urban,Rejected
Barley,East,37.67,380.56,21.56,permanent_crop/PermanentCrop_700.jpg,742,670,4.496519893,2.298155877,1.997191312,Loan_671,294,855.6960155,362,127,843.9585929,Female,Yes,2,Not Graduate,Yes,2662,5619,87,36,0,Urban,Rejected
Maize,West,34.49,169.85,16.16,permanent_crop/PermanentCrop_701.jpg,690,671,2.400030176,4.92193983,4.324202846,Loan_672,105,644.0343166,217,352,573.5373765,Male,No,0,Graduate,Yes,13479,1150,199,60,1,Rural,Approved
Rice,South,59.26,111.71,23.96,permanent_crop/PermanentCrop_702.jpg,758,672,1.368198431,1.822507938,4.512554032,Loan_673,139,510.1285306,115,485,573.2357499,Female,Yes,3+,Not Graduate,Yes,4884,9153,65,60,1,Semiurban,Rejected
Barley,West,71.29,119.41,29.13,permanent_crop/PermanentCrop_703.jpg,839,673,2.416269547,2.156211764,4.590749819,Loan_674,368,558.9710589,337,196,870.3531488,Male,No,2,Not Graduate,No,8585,4468,78,12,0,Urban,Rejected
Barley,West,70.49,253.13,28.64,permanent_crop/PermanentCrop_704.jpg,658,674,3.195732234,3.256233955,3.227605979,Loan_675,176,942.5809253,314,229,625.0736891,Male,Yes,2,Graduate,No,14201,9199,95,36,0,Semiurban,Rejected
Barley,East,30.07,477.46,15.97,permanent_crop/PermanentCrop_705.jpg,811,675,1.764194259,1.274444804,3.444218325,Loan_676,140,856.418642,351,317,700.7535482,Female,No,3+,Graduate,No,5311,8046,236,12,0,Rural,Approved
Wheat,West,50.18,300.04,31.81,permanent_crop/PermanentCrop_706.jpg,695,676,2.846486277,1.551780261,2.938777921,Loan_677,338,705.7350712,326,291,676.3175447,Male,No,1,Graduate,No,10413,8796,353,120,0,Semiurban,Rejected
Barley,West,32.99,232.32,19.35,permanent_crop/PermanentCrop_707.jpg,746,677,2.645783783,1.341154542,4.801168022,Loan_678,271,940.3545981,469,343,733.9621731,Female,Yes,0,Graduate,No,6096,7293,336,12,0,Urban,Approved
Wheat,South,25.6,149.18,16.12,permanent_crop/PermanentCrop_708.jpg,651,678,4.922260076,1.922668904,4.614050529,Loan_679,341,722.7082158,211,438,579.3051653,Female,No,1,Not Graduate,Yes,11800,6200,216,36,1,Semiurban,Approved
Barley,South,40.78,354.93,23.26,permanent_crop/PermanentCrop_709.jpg,830,679,3.583445525,4.173786905,4.615540902,Loan_680,298,745.4625492,455,247,718.7461387,Male,No,3+,Not Graduate,Yes,11995,9991,140,12,0,Urban,Rejected
Barley,South,78.08,161.57,24.69,permanent_crop/PermanentCrop_71.jpg,678,680,2.700278298,3.416071095,3.292503556,Loan_681,498,646.8323466,235,343,675.3673347,Female,No,1,Not Graduate,No,7970,804,200,36,1,Rural,Approved
Cotton,South,38.68,176.5,27.82,permanent_crop/PermanentCrop_710.jpg,717,681,1.438260693,4.632796448,2.347227585,Loan_682,497,507.8348976,246,458,747.6531249,Female,No,0,Graduate,No,8269,63,494,240,1,Urban,Approved
Cotton,East,48.35,203.69,19.69,permanent_crop/PermanentCrop_711.jpg,693,682,4.853219469,4.321362104,4.668758741,Loan_683,287,513.3492101,169,309,543.2727244,Male,Yes,2,Graduate,Yes,9516,315,372,240,0,Urban,Approved
Rice,North,54.29,261.35,29.93,permanent_crop/PermanentCrop_712.jpg,726,683,2.855279414,2.878954682,2.578619528,Loan_684,307,573.9106706,406,333,880.7983432,Male,No,1,Graduate,Yes,4580,342,273,240,1,Semiurban,Approved
Rice,East,30.97,345.15,26.87,permanent_crop/PermanentCrop_713.jpg,696,684,1.847608598,3.932178522,4.319379775,Loan_685,187,847.7813013,310,478,522.4741566,Male,No,2,Graduate,No,3317,5647,496,12,1,Semiurban,Approved
Rice,East,43.31,253.82,24.17,permanent_crop/PermanentCrop_714.jpg,717,685,2.339179343,2.482573693,4.432884496,Loan_686,382,803.9028963,262,118,685.830664,Male,Yes,0,Not Graduate,No,2617,3155,160,240,0,Urban,Approved
Cotton,West,45.34,281.97,25.57,permanent_crop/PermanentCrop_715.jpg,801,686,4.818643311,2.777281767,3.171187914,Loan_687,163,792.225633,216,316,715.3997414,Female,No,0,Graduate,No,12217,570,261,36,1,Semiurban,Rejected
Cotton,North,71.23,437.5,30,permanent_crop/PermanentCrop_716.jpg,796,687,1.253635213,4.280292053,1.220423803,Loan_688,288,539.9419863,118,189,703.5027791,Male,No,1,Graduate,No,12139,6668,250,12,0,Rural,Approved
Rice,East,60.02,239.68,17.42,permanent_crop/PermanentCrop_717.jpg,798,688,1.723145169,1.793484498,4.79943071,Loan_689,410,657.0038906,268,121,643.0954283,Male,Yes,1,Graduate,Yes,13212,1581,483,60,1,Rural,Rejected
Cotton,North,36.65,447.98,22.58,permanent_crop/PermanentCrop_718.jpg,831,689,3.719838804,1.911414488,1.183911627,Loan_690,312,875.5312511,383,221,971.6233075,Female,Yes,3+,Graduate,Yes,2220,4667,374,240,0,Rural,Rejected
Cotton,West,57.66,495.58,26.16,permanent_crop/PermanentCrop_719.jpg,728,690,3.372894163,2.061415188,1.745084467,Loan_691,337,923.6427615,226,377,737.0110922,Female,Yes,0,Not Graduate,No,14966,6159,82,36,0,Semiurban,Rejected
Cotton,North,64.69,147.99,17.21,permanent_crop/PermanentCrop_72.jpg,720,691,1.915192906,1.426173777,1.712875655,Loan_692,108,906.397622,344,338,769.2940081,Female,Yes,1,Not Graduate,No,9134,5992,244,36,0,Semiurban,Approved
Maize,West,46.59,393.65,29.5,permanent_crop/PermanentCrop_720.jpg,689,692,1.353610879,4.439730581,3.755341433,Loan_693,323,977.6896175,337,299,540.8693032,Female,Yes,2,Not Graduate,No,8098,9191,172,12,1,Urban,Rejected
Cotton,South,45.51,496.16,18.93,permanent_crop/PermanentCrop_721.jpg,667,693,3.391917248,4.032554365,1.540316156,Loan_694,140,820.5238706,211,411,727.7319182,Male,Yes,3+,Not Graduate,Yes,12323,2335,357,36,1,Urban,Rejected
Maize,North,56.47,230.82,16.33,permanent_crop/PermanentCrop_722.jpg,845,694,1.114681093,2.464422727,1.757638425,Loan_695,491,674.4487532,378,300,663.7655661,Male,No,0,Graduate,Yes,3016,6676,474,240,1,Urban,Rejected
Cotton,North,41.87,275.63,19.41,permanent_crop/PermanentCrop_723.jpg,783,695,1.171522798,4.617293466,1.409927372,Loan_696,384,980.8518345,437,117,605.4023482,Male,Yes,1,Not Graduate,Yes,4850,7727,149,60,0,Semiurban,Rejected
Barley,North,35.96,386.64,26.43,permanent_crop/PermanentCrop_724.jpg,757,696,1.319027043,4.36348701,3.214754088,Loan_697,387,674.7064152,391,201,977.9755494,Male,No,0,Graduate,Yes,4212,2099,416,36,1,Rural,Approved
Cotton,West,66.9,221.75,23.04,permanent_crop/PermanentCrop_725.jpg,844,697,1.134366907,1.205691094,1.504135958,Loan_698,330,771.3466835,187,436,533.0372402,Male,No,2,Not Graduate,Yes,8616,1946,92,240,0,Urban,Approved
Cotton,South,53.29,176.08,30.51,permanent_crop/PermanentCrop_726.jpg,722,698,4.532735821,1.0766038,2.997059315,Loan_699,255,640.3729585,386,318,565.3226733,Female,Yes,3+,Not Graduate,Yes,6952,1022,71,36,0,Urban,Approved
Barley,North,25.31,293.92,32.47,permanent_crop/PermanentCrop_727.jpg,776,699,4.341632111,4.240496295,2.061620004,Loan_700,349,977.9710551,309,322,624.7185021,Female,Yes,2,Not Graduate,No,13111,66,431,12,1,Urban,Approved
Rice,North,21.03,184.74,33.24,permanent_crop/PermanentCrop_728.jpg,711,700,4.290302499,1.694016214,2.499493691,Loan_701,314,969.1359421,325,264,897.6045407,Female,Yes,0,Not Graduate,Yes,2609,426,261,120,0,Urban,Rejected
Cotton,East,74.56,342.17,17.41,permanent_crop/PermanentCrop_729.jpg,665,701,2.515165648,4.627753431,1.240931995,Loan_702,450,719.3637598,397,486,557.4734875,Male,Yes,3+,Not Graduate,No,12747,221,215,36,1,Urban,Rejected
Maize,East,40.32,492.08,27.87,permanent_crop/PermanentCrop_73.jpg,675,702,1.277142385,1.076983261,3.159039998,Loan_703,336,977.6155907,260,383,646.8067157,Female,Yes,3+,Graduate,Yes,13074,4239,209,120,1,Urban,Approved
Rice,West,61.97,274.24,34.84,permanent_crop/PermanentCrop_730.jpg,668,703,4.584678324,3.28248734,1.020011528,Loan_704,295,570.2689587,341,188,923.4217386,Female,No,0,Graduate,No,4739,6342,321,36,1,Rural,Rejected
Cotton,West,46.36,461.62,24.99,permanent_crop/PermanentCrop_731.jpg,816,704,1.02853265,3.90572053,4.145571797,Loan_705,440,559.7255863,377,434,555.8283104,Male,Yes,2,Graduate,Yes,9458,9428,380,60,1,Urban,Approved
Barley,North,78.34,363.12,22.26,permanent_crop/PermanentCrop_732.jpg,805,705,2.573484313,4.107196396,3.291025967,Loan_706,493,966.0549279,100,271,797.9313291,Female,No,0,Not Graduate,No,13675,8085,120,36,1,Rural,Approved
Wheat,East,36.26,208,32.8,permanent_crop/PermanentCrop_733.jpg,776,706,4.601262956,3.061639129,2.943818872,Loan_707,448,516.2867538,258,142,845.7991792,Male,Yes,3+,Graduate,Yes,3699,7891,165,36,0,Semiurban,Rejected
Cotton,East,48.71,186.53,20.8,permanent_crop/PermanentCrop_734.jpg,708,707,3.289272772,4.638861129,3.615363561,Loan_708,347,831.7858172,415,301,871.1080476,Female,Yes,1,Graduate,Yes,11961,9222,196,240,1,Semiurban,Approved
Cotton,South,63.66,106.43,33.95,permanent_crop/PermanentCrop_735.jpg,790,708,4.936960277,2.153083649,4.753204611,Loan_709,244,885.8577594,259,310,846.8099119,Female,No,2,Not Graduate,Yes,6340,1671,221,240,0,Urban,Approved
Cotton,East,50.87,143.81,31.49,permanent_crop/PermanentCrop_736.jpg,822,709,2.045094616,1.95642559,1.852328964,Loan_710,426,669.4730397,164,100,510.6739934,Male,Yes,3+,Graduate,Yes,5859,2409,205,240,0,Urban,Approved
Maize,North,47.87,447.97,30.98,permanent_crop/PermanentCrop_737.jpg,711,710,3.618702871,3.135248983,3.210174579,Loan_711,172,972.9506505,123,411,906.754721,Male,No,0,Graduate,No,5797,6057,80,60,0,Semiurban,Rejected
Barley,North,74.93,474.36,19.27,permanent_crop/PermanentCrop_738.jpg,677,711,4.528101882,1.723122204,1.086602383,Loan_712,312,768.9591571,259,276,931.7084793,Male,No,3+,Graduate,No,8736,4567,162,36,1,Semiurban,Rejected
Barley,West,64.64,374.33,21,permanent_crop/PermanentCrop_739.jpg,778,712,4.322370776,2.333533133,2.574536137,Loan_713,450,977.0813249,482,335,821.0006996,Male,No,2,Graduate,Yes,10288,2710,103,120,1,Rural,Approved
Wheat,South,47.74,176.71,24.89,permanent_crop/PermanentCrop_74.jpg,662,713,2.482995139,1.748866483,2.603289997,Loan_714,484,888.2580762,466,269,567.5298591,Female,Yes,0,Not Graduate,No,2118,7972,437,12,0,Urban,Approved
Wheat,East,47.93,411.93,33.98,permanent_crop/PermanentCrop_740.jpg,840,714,4.052531799,3.270862696,3.038309743,Loan_715,296,927.4982102,311,278,801.6828349,Male,No,2,Not Graduate,No,13327,611,370,12,0,Urban,Rejected
Cotton,East,43.68,111.09,22.27,permanent_crop/PermanentCrop_741.jpg,699,715,3.243045446,4.641408329,3.890145539,Loan_716,134,579.2483471,413,428,974.6702351,Female,No,0,Not Graduate,No,9705,7023,81,36,0,Semiurban,Rejected
